Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCO05,OUT035,0.1214818
FDW24,OUT018,0.032199807
NCX42,OUT018,0.17533371
NCA53,OUT035,0.067584105
FDI45,OUT019,0.018763153
FDG46,OUT046,0.14348912
FDM20,OUT010,0.046894997
FDW11,OUT010,0.013878239
FDX08,OUT035,0.22089642
NCK17,OUT035,0.057910003
FDK32,OUT018,0.15354632
NCA42,OUT035,0.18362546
DRI01,OUT035,0.19629882
NCL55,OUT049,0.30539623
DRE25,OUT018,0.079275936
FDD14,OUT017,0.22130835
FDB10,OUT046,0.25813454
DRN11,OUT035,0.16807187
FDP38,OUT018,0.04029862
NCA30,OUT017,0.22542764
FDT15,OUT017,0.2209624
NCP55,OUT018,0.05823037
FDF12,OUT035,0.1709347
FDM21,OUT018,0.275669
FDX56,OUT035,0.24871801
FDF10,OUT017,0.16558933
FDT32,OUT045,0.21246725
FDM51,OUT018,0.08013402
NCR50,OUT018,0.1552116
FDI19,OUT049,0.28757447
FDX21,OUT017,0.12048565
FDR31,OUT035,0.17383428
FDY02,OUT013,0.3427667
NCA29,OUT045,0.18802726
NCX17,OUT046,0.25602078
FDM12,OUT045,0.21575204
FDI53,OUT027,0.2718174
NCU30,OUT049,0.19540259
FDC56,OUT027,0.23919386
FDK27,OUT018,0.11456875
NCK18,OUT017,0.18284298
FDB52,OUT019,0.050685517
DRG25,OUT027,0.35974014
FDZ13,OUT049,0.04447726
FDB57,OUT019,0.04902429
FDR40,OUT046,0.10901061
NCO14,OUT019,0.013878239
NCN19,OUT045,0.20431216
FDQ28,OUT019,0.016409216
FDO13,OUT018,0.17154852
FDK48,OUT013,0.06298458
FDU07,OUT018,0.15498078
FDW20,OUT046,0.12670833
FDV12,OUT010,0.014786041
FDH24,OUT013,0.17793638
FDV59,OUT049,0.256146
FDK57,OUT045,0.12628622
FDL16,OUT027,0.09905774
NCQ17,OUT046,0.18230218
FDJ15,OUT018,0.20598261
FDX24,OUT049,0.107669175
FDT47,OUT046,0.13529772
FDT10,OUT049,0.041723818
FDZ37,OUT018,0.06971288
FDW43,OUT027,0.40683973
DRN36,OUT017,0.10488413
FDJ14,OUT045,0.07750431
FDA32,OUT013,0.26496035
FDJ38,OUT019,0.03257758
FDQ57,OUT017,0.15584512
NCQ41,OUT019,0.018742561
FDG56,OUT049,0.0515199
DRC13,OUT027,0.24287012
FDV55,OUT035,0.17552073
FDQ49,OUT045,0.193061
FDE29,OUT010,0.013878239
FDR03,OUT013,0.25444302
FDD45,OUT049,0.09968193
FDN38,OUT010,0.0660152
FDT56,OUT046,0.054952167
FDT48,OUT045,0.21142922
FDU03,OUT049,0.2055745
FDC56,OUT010,0.0
NCO43,OUT027,0.19873081
FDQ27,OUT017,0.10535479
FDR03,OUT046,0.23557235
DRH23,OUT010,0.013878239
FDG22,OUT045,0.037647333
NCJ42,OUT013,0.1103382
FDR24,OUT046,0.112269685
FDW60,OUT035,0.21653707
FDJ08,OUT013,0.2248247
DRL59,OUT018,0.043313034
FDG60,OUT010,0.006840534
FDW27,OUT017,0.17284997
FDX14,OUT018,0.06055428
FDC20,OUT013,0.037755717
NCS29,OUT018,0.26094016
FDJ56,OUT046,0.09898232
FDB20,OUT019,0.013878239
FDL28,OUT027,0.38700274
FDW01,OUT018,0.1494369
FDL03,OUT046,0.22236894
FDX22,OUT049,0.24312721
FDJ21,OUT035,0.17306937
FDR31,OUT045,0.15975152
FDG21,OUT035,0.16412866
FDS22,OUT027,0.10415217
FDK08,OUT035,0.09913093
FDE17,OUT018,0.17042167
NCN30,OUT017,0.10528042
FDT50,OUT046,0.10016765
NCX42,OUT049,0.20469871
FDJ12,OUT035,0.26260558
NCA18,OUT027,0.23505764
FDP23,OUT019,0.033148516
FDX12,OUT013,0.30336136
FDN40,OUT018,0.16063999
FDV48,OUT035,0.08330946
NCY54,OUT013,0.18891533
FDL16,OUT010,0.013878239
FDR45,OUT018,0.23931597
FDJ52,OUT046,0.19128697
DRG01,OUT017,0.08535453
FDP52,OUT013,0.28632364
FDU58,OUT017,0.21639293
FDL02,OUT045,0.09429262
FDG28,OUT013,0.29832596
FDA19,OUT035,0.14354594
FDW46,OUT027,0.13633244
NCD43,OUT049,0.117079616
DRG39,OUT013,0.03610966
NCF55,OUT049,0.033555213
FDJ07,OUT046,0.13976085
FDE08,OUT046,0.15677178
FDP56,OUT019,0.013878239
FDT45,OUT045,0.052160256
FDF17,OUT018,0.2113025
FDX44,OUT046,0.100295834
FDM28,OUT027,0.33343613
FDI36,OUT049,0.23486663
FDS07,OUT045,0.1189461
FDD36,OUT045,0.12748842
FDW11,OUT046,0.08945713
FDN40,OUT049,0.18480684
NCQ18,OUT049,0.11370344
NCQ54,OUT017,0.20078848
NCS42,OUT045,0.09108934
DRH39,OUT010,0.013878239
FDC09,OUT027,0.19744532
FDT08,OUT010,0.0
FDC08,OUT035,0.2874524
FDT20,OUT017,0.040740013
FDS35,OUT035,0.08296747
FDX58,OUT018,0.197236
FDW58,OUT046,0.115903705
DRD27,OUT046,0.09461911
FDH32,OUT019,0.013878239
FDS26,OUT035,0.31179008
FDQ31,OUT046,0.09563775
FDP11,OUT018,0.24636102
FDD58,OUT017,0.11117551
FDM33,OUT045,0.24908516
FDZ16,OUT049,0.20323357
NCS29,OUT010,0.042314105
NCM18,OUT019,0.013878239
FDP11,OUT049,0.25730422
NCC42,OUT017,0.16469203
DRM23,OUT046,0.19796608
NCN55,OUT027,0.4214911
FDK46,OUT013,0.33308476
FDR01,OUT046,0.25906518
NCA05,OUT045,0.18374552
NCP43,OUT017,0.21539867
FDR12,OUT010,0.020556036
FDQ01,OUT013,0.31209877
FDM13,OUT046,0.15883236
FDQ19,OUT017,0.28652424
FDK56,OUT019,0.013878239
NCX06,OUT010,0.0
FDO56,OUT027,0.22655998
FDU45,OUT045,0.12794304
FDI16,OUT019,0.013878239
FDL32,OUT046,0.12823132
FDA07,OUT046,0.15108137
FDA14,OUT045,0.16277875
FDV46,OUT027,0.26879945
NCO07,OUT035,0.28168246
NCP41,OUT046,0.12981367
FDY60,OUT018,0.13712108
FDN38,OUT017,0.30032352
FDO15,OUT046,0.09136762
FDT60,OUT013,0.11985674
FDA55,OUT035,0.2800542
FDE02,OUT010,0.017229317
DRJ39,OUT049,0.2532413
FDV34,OUT035,0.08596107
FDS20,OUT027,0.34889144
FDF02,OUT027,0.20035745
FDW40,OUT017,0.16537969
NCB43,OUT046,0.1913386
FDR58,OUT017,0.1003066
DRJ59,OUT035,0.058387794
NCD30,OUT017,0.10836766
FDE14,OUT017,0.09741395
FDC28,OUT018,0.10100474
FDU16,OUT018,0.079996064
NCD19,OUT035,0.066548
FDU21,OUT046,0.036370788
FDV59,OUT027,0.38599747
FDU03,OUT045,0.2049866
FDC33,OUT010,0.0
NCR42,OUT035,0.046539478
DRH59,OUT035,0.09521482
NCM31,OUT035,0.17349516
FDS50,OUT035,0.2720236
FDP39,OUT046,0.05278401
FDQ55,OUT013,0.12480789
FDV36,OUT019,0.013878239
FDI05,OUT027,0.14392298
FDS45,OUT027,0.2087635
FDA39,OUT045,0.027934182
FDC37,OUT010,0.01640825
FDJ60,OUT027,0.29382533
DRQ35,OUT046,0.16123883
NCJ06,OUT046,0.124205455
NCY42,OUT018,0.14592128
DRM37,OUT049,0.22514449
FDR14,OUT045,0.05194442
FDE51,OUT049,0.03922303
FDT33,OUT017,0.1935723
FDR08,OUT013,0.117430635
FDE36,OUT010,0.0
FDL22,OUT019,0.013878239
FDR44,OUT013,0.1295859
FDI56,OUT019,0.013878239
FDE47,OUT010,0.02051204
FDV27,OUT010,0.017450767
FDV10,OUT049,0.04308001
FDC40,OUT045,0.08181109
NCX41,OUT013,0.24882618
NCQ38,OUT027,0.21332805
FDV12,OUT027,0.1946754
FDE52,OUT017,0.09252729
FDG20,OUT027,0.30821478
FDV16,OUT027,0.080469936
FDI32,OUT017,0.13715355
FDJ32,OUT049,0.06559437
FDN39,OUT018,0.18137817
FDY34,OUT017,0.20165463
FDC14,OUT035,0.03122001
FDA55,OUT017,0.2676548
FDZ50,OUT010,0.0057183933
DRG13,OUT049,0.19087256
FDP01,OUT013,0.1708871
NCG54,OUT017,0.19247343
FDM13,OUT045,0.13747267
NCO18,OUT027,0.33771604
NCW41,OUT013,0.18680184
FDM52,OUT027,0.28042445
NCF55,OUT035,0.04857619
FDT09,OUT046,0.16792765
NCM19,OUT035,0.13514769
FDW12,OUT018,0.14515351
FDP15,OUT019,0.043107636
FDK36,OUT045,0.043809768
FDZ25,OUT035,0.2131121
NCW06,OUT049,0.23006867
FDW60,OUT046,0.2251712
DRC49,OUT013,0.17092694
NCT17,OUT035,0.23715343
NCN06,OUT018,0.17597422
FDC45,OUT013,0.1828412
DRJ47,OUT019,0.013878239
NCF06,OUT045,0.2885874
FDE21,OUT010,0.0
DRG27,OUT013,0.024323007
FDW40,OUT049,0.14180747
NCO53,OUT046,0.20600618
FDE23,OUT049,0.039529346
FDQ16,OUT046,0.12031815
FDS26,OUT045,0.28671697
FDZ13,OUT010,0.013878239
FDS14,OUT049,0.18976675
FDC10,OUT045,0.13332856
FDY16,OUT049,0.21096936
FDJ20,OUT035,0.13587695
FDV43,OUT035,0.04550159
FDZ32,OUT027,0.20702997
FDR23,OUT046,0.21141316
FDN24,OUT035,0.058263846
FDE34,OUT027,0.33953828
FDU31,OUT013,0.26967257
FDW33,OUT018,0.10187438
FDU26,OUT046,0.13039003
FDE20,OUT027,0.31356147
NCW05,OUT035,0.108093
FDB22,OUT018,0.15284699
FDO56,OUT046,0.14132918
FDA19,OUT027,0.25771797
DRI39,OUT045,0.05405266
FDH52,OUT018,0.043420143
FDZ50,OUT035,0.21692646
NCN42,OUT035,0.18628702
FDB53,OUT013,0.14996134
DRG11,OUT017,0.12846594
DRK11,OUT027,0.28002694
FDQ60,OUT017,0.13658339
FDT36,OUT017,0.03905402
DRG25,OUT018,0.2052852
DRJ23,OUT046,0.22200869
FDG05,OUT035,0.18361147
NCK06,OUT018,0.11780645
FDU52,OUT017,0.16944897
FDW07,OUT018,0.06803763
NCM17,OUT045,0.04995227
FDA22,OUT045,0.18631814
NCA41,OUT018,0.21325848
FDF38,OUT035,0.032005053
FDH52,OUT046,0.07496286
FDY58,OUT019,0.036001217
FDZ16,OUT045,0.23245992
NCM18,OUT017,0.07096947
FDA22,OUT018,0.17464916
NCJ43,OUT035,0.20429225
FDI34,OUT027,0.39034694
FDG56,OUT046,0.06439068
FDS34,OUT046,0.13871244
DRC01,OUT035,0.054064155
FDQ04,OUT035,0.05650174
FDK04,OUT035,0.07470894
FDT51,OUT049,0.12884867
FDV26,OUT017,0.24175183
FDS04,OUT049,0.13576221
FDW43,OUT018,0.2656291
FDQ28,OUT010,0.029433295
NCK06,OUT017,0.124164365
FDS23,OUT018,0.13628708
FDZ36,OUT019,0.027989589
FDE56,OUT018,0.044618502
FDW10,OUT027,0.3275704
NCN14,OUT045,0.1971444
NCQ18,OUT045,0.10886195
FDW08,OUT017,0.11393808
FDU43,OUT035,0.29821566
FDR33,OUT010,0.0
FDM24,OUT010,0.0
NCZ05,OUT046,0.13572341
NCV41,OUT035,0.14093062
FDV11,OUT018,0.17560497
NCY05,OUT035,0.049131103
FDV44,OUT018,0.20702165
FDW32,OUT049,0.07264538
NCU18,OUT027,0.27785978
NCC43,OUT035,0.3108325
FDW19,OUT013,0.11124332
FDN31,OUT035,0.23090456
FDI48,OUT045,0.040623
FDS24,OUT017,0.0857714
FDF46,OUT049,0.13423136
DRG23,OUT017,0.17493725
FDG14,OUT018,0.1441863
NCY30,OUT049,0.20598371
FDO28,OUT018,0.116877526
DRD24,OUT035,0.17396614
FDI33,OUT049,0.10272543
FDN32,OUT046,0.19166948
FDR16,OUT045,0.24273029
FDF26,OUT046,0.20439826
NCN29,OUT018,0.03898502
FDE20,OUT045,0.19961552
FDA46,OUT046,0.20199415
FDU28,OUT045,0.22921985
FDQ48,OUT045,0.10916971
FDV36,OUT013,0.14667158
FDR14,OUT018,0.03858629
FDP23,OUT017,0.24775684
FDP56,OUT013,0.032691292
FDK48,OUT010,0.0
FDR48,OUT046,0.15928751
NCY29,OUT049,0.062403068
FDM22,OUT018,0.043041512
DRJ01,OUT013,0.19746108
FDZ43,OUT045,0.28912318
FDV03,OUT035,0.18820696
FDX11,OUT027,0.31223032
NCA41,OUT027,0.35296652
FDE38,OUT017,0.18757977
FDI27,OUT018,0.033051495
FDN32,OUT013,0.20915928
NCN43,OUT017,0.13799898
FDB47,OUT027,0.3814643
FDV03,OUT017,0.18174739
NCN30,OUT045,0.10875848
NCV54,OUT010,0.0
FDV07,OUT013,0.11101195
FDP07,OUT049,0.23496106
FDK48,OUT018,0.057851173
FDM15,OUT019,0.017911825
FDY19,OUT027,0.23762785
FDK46,OUT046,0.2864962
FDY11,OUT045,0.06334409
FDH09,OUT046,0.08648739
FDO08,OUT027,0.3002272
FDU14,OUT013,0.2987181
FDD22,OUT027,0.21904542
FDM27,OUT017,0.18060796
FDL02,OUT027,0.18999605
NCA17,OUT035,0.18934146
FDE38,OUT019,0.013878239
NCG07,OUT049,0.24404123
DRC27,OUT013,0.31205887
FDA27,OUT035,0.32026815
FDW40,OUT045,0.1675464
DRI11,OUT013,0.1163578
FDN50,OUT046,0.13735826
FDR12,OUT046,0.21192709
FDT34,OUT027,0.19482078
FDW11,OUT035,0.07981209
NCO30,OUT027,0.34610194
FDZ34,OUT017,0.221008
FDU45,OUT017,0.12445634
NCD42,OUT035,0.043089192
FDX25,OUT045,0.19880997
NCR29,OUT046,0.07692543
FDX43,OUT019,0.021786194
FDB04,OUT010,0.015002444
FDR49,OUT027,0.09935375
FDS39,OUT018,0.14271723
FDW58,OUT045,0.121604465
FDG22,OUT019,0.013878239
FDG31,OUT017,0.069344446
NCV53,OUT027,0.42722958
DRJ37,OUT035,0.17550835
FDV07,OUT035,0.12563863
FDW52,OUT018,0.171219
FDT15,OUT045,0.21861653
FDD02,OUT018,0.11835635
FDM16,OUT035,0.08143186
NCE55,OUT046,0.191046
FDB57,OUT018,0.25751445
FDQ04,OUT013,0.028349165
FDQ47,OUT019,0.013878239
FDY14,OUT019,0.04767053
DRK37,OUT017,0.19502825
FDO25,OUT017,0.23564185
FDL57,OUT046,0.30431893
NCK29,OUT018,0.12667254
FDK46,OUT027,0.4596612
NCB43,OUT010,0.006002267
DRE01,OUT027,0.44807526
FDC46,OUT018,0.19946545
FDQ23,OUT045,0.11452085
FDX38,OUT049,0.04515127
FDG60,OUT018,0.2585306
FDW55,OUT017,0.30162135
FDP39,OUT013,0.032637306
FDB20,OUT018,0.06580609
FDV21,OUT017,0.1479666
FDZ02,OUT013,0.090797625
FDP19,OUT027,0.24622217
FDA38,OUT035,0.28282905
FDH22,OUT045,0.1323237
DRM11,OUT045,0.29787526
FDO12,OUT027,0.3628627
FDT14,OUT049,0.12160784
FDW34,OUT010,0.020846244
FDG04,OUT027,0.34786013
FDW59,OUT018,0.077506416
FDR33,OUT018,0.10121577
FDP32,OUT013,0.15043332
FDL13,OUT027,0.39142117
FDD22,OUT013,0.10234885
FDV40,OUT027,0.1067612
NCD55,OUT046,0.04762367
FDQ20,OUT010,0.013878239
FDD28,OUT045,0.06272222
FDC39,OUT045,0.21624696
NCR17,OUT049,0.13457973
DRO35,OUT018,0.105422586
FDF40,OUT049,0.28851876
FDR31,OUT018,0.14121701
NCQ41,OUT017,0.23447685
FDP38,OUT046,0.07585651
NCU54,OUT027,0.3889808
FDG22,OUT018,0.04208941
DRK59,OUT013,0.2831174
FDC37,OUT046,0.11940141
NCO42,OUT013,0.16111001
NCT42,OUT017,0.15585396
FDX27,OUT035,0.111105375
FDV40,OUT018,0.056299627
FDT45,OUT027,0.09201107
FDS47,OUT019,0.013878239
FDR45,OUT035,0.30290172
FDB03,OUT045,0.27850583
FDO49,OUT035,0.051411062
FDU60,OUT027,0.2956245
FDB26,OUT018,0.04927239
FDB46,OUT017,0.25590733
FDQ37,OUT019,0.01670284
FDN03,OUT017,0.2996187
NCX30,OUT045,0.2736009
FDK32,OUT019,0.019593563
DRM47,OUT013,0.22489823
NCO02,OUT046,0.09983292
FDP04,OUT013,0.05179937
NCO43,OUT049,0.112050675
FDD59,OUT013,0.05686012
FDQ10,OUT017,0.19775648
FDW45,OUT035,0.1834013
NCK30,OUT049,0.31444916
FDU31,OUT018,0.24726796
NCQ17,OUT019,0.013878239
FDN01,OUT017,0.19467951
FDZ19,OUT049,0.22037552
DRG37,OUT017,0.17997876
FDE32,OUT045,0.030126618
FDO34,OUT049,0.19478156
FDM04,OUT019,0.013878239
FDZ25,OUT049,0.18515472
FDU08,OUT049,0.11123611
NCW30,OUT045,0.28703925
NCM18,OUT013,0.03670038
FDS22,OUT035,0.031560507
NCH18,OUT017,0.27965453
FDC23,OUT013,0.21918623
FDY46,OUT013,0.21439773
NCU06,OUT046,0.2309698
FDX57,OUT045,0.10456286
FDX36,OUT027,0.37804505
FDL16,OUT045,0.054261908
FDT16,OUT010,0.029228695
FDN16,OUT018,0.08235629
FDC03,OUT046,0.22879626
DRF60,OUT013,0.312571
FDS27,OUT027,0.3570027
FDP33,OUT010,0.022291968
FDJ36,OUT018,0.08046724
NCR42,OUT013,0.025401775
FDV14,OUT017,0.09274379
NCP42,OUT035,0.23307785
FDB50,OUT027,0.15203474
NCC30,OUT027,0.33480367
FDA23,OUT018,0.09070862
FDW16,OUT017,0.09147841
FDQ52,OUT010,0.026670016
FDB58,OUT049,0.1639399
NCP29,OUT049,0.07485665
NCM05,OUT045,0.30075738
FDO25,OUT013,0.24051608
NCM54,OUT046,0.13959242
NCL54,OUT046,0.18769453
FDL39,OUT010,0.018638946
FDF53,OUT018,0.20789176
NCQ42,OUT035,0.15587662
FDF58,OUT013,0.047422394
FDZ04,OUT035,0.08180927
FDE26,OUT019,0.013878239
FDS60,OUT017,0.21277457
FDV58,OUT017,0.23238066
FDM04,OUT045,0.043371405
FDE08,OUT035,0.17916177
NCB43,OUT049,0.2125341
FDU11,OUT010,0.0
FDF22,OUT019,0.02795576
FDE24,OUT013,0.14699666
DRJ49,OUT046,0.15399043
NCQ53,OUT035,0.30683717
NCL41,OUT013,0.028401941
FDR22,OUT013,0.112260506
FDH04,OUT035,0.11016573
DRH15,OUT045,0.036872208
FDY40,OUT049,0.041674107
NCI17,OUT035,0.11631352
NCC18,OUT013,0.19805856
FDY28,OUT027,0.3474635
FDB45,OUT027,0.19763975
NCL30,OUT018,0.11810746
FDM10,OUT017,0.25181964
FDH22,OUT027,0.24004893
NCZ53,OUT017,0.21756709
NCI18,OUT013,0.2554456
FDH14,OUT027,0.25661257
FDR36,OUT027,0.09316561
FDW01,OUT045,0.1772882
FDK02,OUT027,0.22545104
FDJ02,OUT018,0.16817501
FDU55,OUT013,0.31251642
NCV18,OUT027,0.17523642
FDH14,OUT018,0.15593572
FDZ37,OUT045,0.087747894
FDX49,OUT049,0.26228026
NCD43,OUT046,0.12274156
FDZ07,OUT013,0.0479457
FDK43,OUT035,0.14581513
FDR32,OUT018,0.25106287
FDT39,OUT013,0.1779037
NCV54,OUT017,0.13060717
FDF38,OUT018,0.046854116
FDV60,OUT046,0.22242983
FDH44,OUT027,0.27127492
FDS21,OUT046,0.08162014
NCL41,OUT045,0.03426601
FDM46,OUT017,0.11071067
FDU27,OUT045,0.035470698
NCJ54,OUT017,0.26485345
DRG51,OUT018,0.17973255
NCA29,OUT019,0.017745614
FDR47,OUT045,0.20197415
NCL19,OUT027,0.27651027
DRG01,OUT049,0.08137675
FDG10,OUT046,0.07068151
NCV05,OUT049,0.18119566
NCH18,OUT019,0.042817928
FDV14,OUT018,0.063148335
DRJ23,OUT035,0.24079102
DRJ11,OUT046,0.21824072
FDZ03,OUT017,0.22147039
FDI27,OUT010,0.013878239
FDJ14,OUT018,0.06977194
FDU32,OUT017,0.12637798
FDD47,OUT027,0.28797597
DRF36,OUT035,0.23985434
FDM21,OUT046,0.26944232
FDV10,OUT018,0.039839406
FDH60,OUT018,0.2171916
FDX47,OUT010,0.029269356
FDT19,OUT019,0.013878239
FDO11,OUT045,0.27724555
FDH24,OUT027,0.30071327
FDL02,OUT018,0.12236544
FDB02,OUT049,0.19568084
FDA43,OUT046,0.21083286
FDG52,OUT045,0.04624304
DRC12,OUT013,0.21347296
FDY37,OUT018,0.16108243
NCU18,OUT045,0.15861593
FDU09,OUT035,0.05822841
DRJ25,OUT027,0.12031538
DRE12,OUT018,0.11322364
DRL47,OUT017,0.14097665
DRK01,OUT046,0.110480875
FDC22,OUT019,0.020456191
FDG44,OUT013,0.029047972
FDW04,OUT035,0.152219
FDK09,OUT049,0.273994
NCN43,OUT035,0.15622155
FDG04,OUT049,0.22386356
FDH32,OUT010,0.0033164248
DRI47,OUT017,0.17105512
DRE15,OUT013,0.059733443
FDY11,OUT035,0.07437337
FDO60,OUT049,0.04604248
FDQ20,OUT018,0.028919026
FDO57,OUT027,0.30151513
FDT14,OUT019,0.013878239
FDA57,OUT049,0.04111269
DRN35,OUT017,0.041709606
FDJ03,OUT046,0.042915393
FDX28,OUT017,0.116973065
DRE25,OUT045,0.092304155
FDR09,OUT046,0.2709243
FDB23,OUT035,0.30353495
FDO08,OUT045,0.19039232
FDQ23,OUT049,0.11271814
FDW04,OUT013,0.13529415
DRK13,OUT010,0.020266332
NCL17,OUT027,0.2647744
FDY21,OUT035,0.22720276
FDJ38,OUT027,0.33681977
FDA37,OUT019,0.013878239
FDV43,OUT013,0.03131711
FDL36,OUT046,0.100523345
FDD53,OUT045,0.03537741
FDZ19,OUT010,0.013827512
FDV21,OUT045,0.13841501
NCL54,OUT018,0.1872946
DRI47,OUT027,0.2730818
DRG03,OUT049,0.17668663
FDG21,OUT013,0.14773954
FDW03,OUT018,0.08590409
NCI55,OUT046,0.12970036
DRC36,OUT019,0.028636195
FDH22,OUT017,0.14381275
FDV20,OUT045,0.14762762
NCU41,OUT027,0.35115573
FDN46,OUT027,0.18764435
FDK50,OUT045,0.1780198
NCA05,OUT027,0.27589825
DRH01,OUT018,0.18759735
FDT08,OUT018,0.15145576
FDM08,OUT018,0.25943014
FDZ07,OUT035,0.051331535
FDS22,OUT017,0.039173163
FDV35,OUT027,0.28108513
FDI28,OUT010,0.013878239
FDW58,OUT027,0.19838968
FDT52,OUT045,0.2820503
FDY34,OUT046,0.21195303
FDR10,OUT046,0.1810414
FDK57,OUT017,0.13633148
FDR02,OUT027,0.21759921
FDX49,OUT046,0.29883423
FDQ20,OUT046,0.0448249
DRK23,OUT045,0.28947896
NCW06,OUT046,0.1983591
FDR31,OUT017,0.16070639
NCE43,OUT013,0.18577963
DRO59,OUT027,0.16252105
FDN09,OUT049,0.29265684
FDR11,OUT046,0.20272325
FDO57,OUT013,0.17948622
NCX18,OUT017,0.23116748
FDB05,OUT018,0.26849848
FDQ08,OUT018,0.040098913
NCG43,OUT035,0.104517765
FDJ56,OUT013,0.07792648
FDA13,OUT010,0.013878239
FDO56,OUT017,0.13080972
FDB37,OUT018,0.27877474
FDZ02,OUT018,0.0761738
FDQ24,OUT046,0.25766253
FDM16,OUT013,0.05837483
FDU35,OUT049,0.113227785
FDT35,OUT035,0.19800363
NCX30,OUT049,0.2934507
FDG04,OUT017,0.22057669
FDI12,OUT035,0.085742354
FDE35,OUT035,0.06652147
NCP14,OUT027,0.21145564
NCY53,OUT045,0.12297367
FDP49,OUT017,0.052622326
FDQ04,OUT017,0.053044938
FDM39,OUT035,0.20096295
FDO58,OUT019,0.013878239
FDC56,OUT017,0.12932374
NCQ54,OUT046,0.18065697
FDV10,OUT027,0.097921014
NCK17,OUT046,0.059192337
NCF55,OUT027,0.04554625
FDV33,OUT013,0.32840174
NCH29,OUT019,0.013878239
FDA37,OUT027,0.22818418
FDH46,OUT018,0.081379995
FDS25,OUT035,0.117475204
FDH04,OUT027,0.18139596
FDX52,OUT046,0.24107899
NCD42,OUT017,0.03462659
FDW47,OUT017,0.13898864
FDL25,OUT027,0.16836634
NCJ06,OUT010,0.016728934
FDY09,OUT013,0.20500965
FDS40,OUT046,0.051034674
FDH41,OUT017,0.24256533
FDG38,OUT035,0.09308063
FDU03,OUT027,0.32214147
FDV20,OUT046,0.14376646
DRB13,OUT045,0.21326162
NCQ30,OUT013,0.12844796
NCH06,OUT013,0.30652604
FDU50,OUT018,0.09883716
NCO42,OUT019,0.013878239
FDW09,OUT018,0.055272914
FDH04,OUT013,0.08330512
FDC21,OUT045,0.12294827
FDL21,OUT049,0.03935786
FDM46,OUT010,0.008536957
FDT22,OUT019,0.013878239
FDB28,OUT035,0.22396968
FDI12,OUT018,0.06649765
FDA28,OUT045,0.14670272
FDF59,OUT013,0.13499343
FDM45,OUT027,0.2246245
FDQ56,OUT017,0.090320334
FDR46,OUT049,0.16714126
FDT01,OUT013,0.23995614
FDD16,OUT027,0.124359496
NCU30,OUT010,0.0
FDM40,OUT010,0.0
FDI56,OUT035,0.105478235
NCS30,OUT013,0.13504052
FDU08,OUT017,0.105828896
FDX51,OUT027,0.3550783
FDA43,OUT045,0.21723352
FDX59,OUT010,0.013878239
FDC37,OUT018,0.089834526
FDP58,OUT013,0.2580053
NCY42,OUT035,0.16153425
FDF21,OUT018,0.20819592
FDU10,OUT027,0.093675256
DRL47,OUT018,0.12929718
FDA58,OUT018,0.24014197
FDJ22,OUT049,0.22405912
FDK50,OUT046,0.20365986
FDO38,OUT035,0.08790462
DRF60,OUT035,0.29236773
NCZ42,OUT019,0.032700755
FDD35,OUT049,0.13235684
FDL25,OUT045,0.102287196
FDJ16,OUT013,0.03094182
DRK59,OUT049,0.34110582
FDI50,OUT046,0.30282608
NCB19,OUT045,0.085721724
DRI37,OUT035,0.060820244
FDA14,OUT027,0.29391932
FDC08,OUT018,0.2645608
FDS45,OUT046,0.12940452
FDI21,OUT049,0.060457587
DRJ47,OUT035,0.21758394
DRE37,OUT027,0.36034933
FDT55,OUT018,0.16285129
NCG42,OUT027,0.25465405
FDA31,OUT049,0.21070695
NCW42,OUT046,0.23098591
FDF50,OUT017,0.21879826
FDK56,OUT049,0.2857079
FDX10,OUT035,0.035099026
NCK07,OUT027,0.30501494
FDZ49,OUT017,0.26951143
FDR33,OUT013,0.1047007
FDO44,OUT018,0.0969087
FDA20,OUT046,0.21236762
NCL30,OUT045,0.14835572
FDI05,OUT019,0.013878239
FDQ12,OUT018,0.23333284
FDH47,OUT017,0.09358937
FDH34,OUT018,0.2020655
FDF29,OUT046,0.17028095
FDG40,OUT018,0.034435734
NCE18,OUT017,0.28750613
FDP21,OUT010,0.0
FDY50,OUT013,0.08049166
FDB36,OUT049,0.13954137
NCZ29,OUT049,0.14736402
FDU20,OUT018,0.11522248
FDO56,OUT013,0.11770331
FDW31,OUT049,0.23947732
DRH59,OUT013,0.05770666
NCB30,OUT017,0.23227723
FDK43,OUT027,0.2566787
FDW43,OUT045,0.24055746
NCL19,OUT017,0.16093208
FDJ27,OUT046,0.10955134
FDC45,OUT046,0.16663356
FDY40,OUT035,0.031414673
NCM41,OUT035,0.109756894
NCK18,OUT019,0.01904512
FDP37,OUT049,0.14634103
FDA27,OUT027,0.4565572
NCX30,OUT035,0.31175673
FDR09,OUT017,0.2912604
FDG08,OUT027,0.29591578
NCU30,OUT013,0.20223321
FDB16,OUT017,0.087797165
FDM16,OUT017,0.07417419
FDC48,OUT013,0.068440065
NCF18,OUT046,0.19429992
FDU46,OUT018,0.05734232
FDH41,OUT018,0.22803593
NCN42,OUT010,0.016233798
FDU49,OUT046,0.1257589
FDB20,OUT027,0.13464049
FDG50,OUT019,0.013878239
FDW20,OUT045,0.14714597
NCO55,OUT049,0.11996572
FDX48,OUT046,0.18477309
FDU48,OUT046,0.14168127
FDR48,OUT019,0.013878239
